VERSIE,DATUM_BESTAND,PEILDATUM,DIAGNOSE_CD,SPECIALISME_CD,DIAGNOSE_OMSCHRIJVING
1.0,2017-04-18,2017-04-01,309,0389,Cardioversie
1.0,2017-04-18,2017-04-01,318,0389,Thoraxdrain
1.0,2017-04-18,2017-04-01,955,0313,Levertumor nno
1.0,2017-04-18,2017-04-01,1203,0316,S.G.A. < P 10 (vlgs Kloosterman)
1.0,2017-04-18,2017-04-01,019,0306,Congenitale nierpathologie
1.0,2017-04-18,2017-04-01,2425,0328,CABG (1 art.) + AVR
1.0,2017-04-18,2017-04-01,342,0304,"Correctie boutoniere, swanneck, herstel letstel strekapparaat"
1.0,2017-04-18,2017-04-01,G13,0307,PID
1.0,2017-04-18,2017-04-01,032,0304,"excisie 1-3 ben. tumoren / naevi w.o. in FG of 4-10 niet in FG, of mal. tumor niet in FG"
1.0,2017-04-18,2017-04-01,1099,0305,Geen orthopedische afwijking aangetoond
1.0,2017-04-18,2017-04-01,51,0302,Afwijkingen mondholte
1.0,2017-04-18,2017-04-01,325,0303,Colitis ulcerosa
1.0,2017-04-18,2017-04-01,073,0304,"Pre-fabricatie grote lap, of complexe lap"
1.0,2017-04-18,2017-04-01,3511,0316,Meningitis / encefalitis (CZS-infectie)
1.0,2017-04-18,2017-04-01,306,0301,Obstructie (congenitaal)
1.0,2017-04-18,2017-04-01,3004,0305,Wervelkolom
1.0,2017-04-18,2017-04-01,141,0313,"risicofactoren vaatlijden, niet lipiden of homocysteïne"
1.0,2017-04-18,2017-04-01,203,0313,Hyperthyreoïdie toxisch adenoom
1.0,2017-04-18,2017-04-01,2361,0316,skelet en spierstelsel
1.0,2017-04-18,2017-04-01,15,0329,Aanpassingsstoornissen
1.0,2017-04-18,2017-04-01,1130,0308,Behandeling eenvoudige tumor schedeldak (anders 1125)
1.0,2017-04-18,2017-04-01,3211,0316,Tuberculose
1.0,2017-04-18,2017-04-01,308,0389,Anesthesie tijdens diagn. & therap. procedures buiten OK
1.0,2017-04-18,2017-04-01,739,0313,Overige verhoogde tromboseneiging
1.0,2017-04-18,2017-04-01,223,0313,Diabetes mellitus chronisch pomptherapie
1.0,2017-04-18,2017-04-01,3311,0316,Geprotraheerde diarree
1.0,2017-04-18,2017-04-01,907,0301,Secundair glaucoom
1.0,2017-04-18,2017-04-01,3603,0305,Letsel organen buik en bekken
1.0,2017-04-18,2017-04-01,1422,0330,Late gevolgen trauma anderszins
1.0,2017-04-18,2017-04-01,9903,0330,"Duizeligheid, niet elders classificeerbaar"
1.0,2017-04-18,2017-04-01,808,0320,Follow-up na vaatoperatie (arterieel / veneus)
1.0,2017-04-18,2017-04-01,83,0320,bespreking MRI onderzoek
1.0,2017-04-18,2017-04-01,84,0320,bespreking nucleair cardiologisch onderzoek
1.0,2017-04-18,2017-04-01,1210,0305,Posttraumatisch cervicaal syndroom
1.0,2017-04-18,2017-04-01,351,0304,"CTS, decompressie carpale tunnel / klieven retinaculum, open of endoscopisch"
1.0,2017-04-18,2017-04-01,2710,0328,Pulmonale thromboendarteriëctomie
1.0,2017-04-18,2017-04-01,223,0304,"Inbrengen tissue expander, dubbelzijdig + insuflaties"
1.0,2017-04-18,2017-04-01,316,0362,Mamma
1.0,2017-04-18,2017-04-01,243,0335,Delier
1.0,2017-04-18,2017-04-01,602,0313,interstitiële longafwijking (niet infectieus: 402)
1.0,2017-04-18,2017-04-01,614,0313,Overgevoeligheid geneesmiddelen
1.0,2017-04-18,2017-04-01,5110,0316,Torticollis / afwijkende schedelvorm (plagiocefalie) / voorkeurshouding
1.0,2017-04-18,2017-04-01,49,0320,"gecorrigeerde hartklepafwijking, normale functie"
1.0,2017-04-18,2017-04-01,0202,0330,Primair maligne neoplasma intracerebraal
1.0,2017-04-18,2017-04-01,2015,0305,Impingement enkel
1.0,2017-04-18,2017-04-01,2026,0305,Overige enthesopathie (inclusief metatarsalgie)
1.0,2017-04-18,2017-04-01,08,0302,Congenitale afwijkingen aangezicht
1.0,2017-04-18,2017-04-01,2096,0305,Posttraumatische afwijking enkel en voet
1.0,2017-04-18,2017-04-01,713,0324,Lumbago / (pseudo-)radiculair syndroom
1.0,2017-04-18,2017-04-01,2201,0322,Begeleiding longtransplantatie
1.0,2017-04-18,2017-04-01,32,0320,"hartritmestoornissen, SV"
1.0,2017-04-18,2017-04-01,D14,0327,Neurologische aand. klasse 4
1.0,2017-04-18,2017-04-01,1450,0305,"Tendinitis supraspinatus/biceps, cq. impingement"
1.0,2017-04-18,2017-04-01,7906,0316,Partiële levertransplantatietraject donor
1.0,2017-04-18,2017-04-01,7924,0316,"Lever-, pancreas- en darmtransplantatietraject ontvanger"
1.0,2017-04-18,2017-04-01,037,0304,Nacorrectie axiale of vrije lap na bovenstaande
1.0,2017-04-18,2017-04-01,20,0302,Brughoektumor
1.0,2017-04-18,2017-04-01,222,0335,Diabetes Mellitus
1.0,2017-04-18,2017-04-01,1706,0316,hydrops foetalis
1.0,2017-04-18,2017-04-01,3504,0316,Guillain-Barré
1.0,2017-04-18,2017-04-01,41,0320,gering
1.0,2017-04-18,2017-04-01,96,0306,Spijtoptant na sterilisatie
1.0,2017-04-18,2017-04-01,1997,0305,Aangeboren afwijking onderbeen
1.0,2017-04-18,2017-04-01,7613,0316,Tics
1.0,2017-04-18,2017-04-01,1770,0305,Verworven luxatie-migratie van de heup
1.0,2017-04-18,2017-04-01,6106,0316,AML
1.0,2017-04-18,2017-04-01,065,0306,Hydro/spermatocele
1.0,2017-04-18,2017-04-01,7109,0316,Schildkliernodi (inclusief met hyperthyreoïdie)
1.0,2017-04-18,2017-04-01,109,0324,Bacteriele artritis
1.0,2017-04-18,2017-04-01,504,8418,Overige orgaan aandoeningen
1.0,2017-04-18,2017-04-01,505,8418,Overige aandoeningen bovenste extremiteit
1.0,2017-04-18,2017-04-01,Z15,0307,Prenatale diagnostiek invasief
1.0,2017-04-18,2017-04-01,768,0318,"Lever-, pancreas- en darmtransplantatietraject ontvanger"
1.0,2017-04-18,2017-04-01,58,0302,Spraak / taalstoornissen
1.0,2017-04-18,2017-04-01,271,0313,Primaire dyslipidemie
1.0,2017-04-18,2017-04-01,107,0361,Urologische tumoren
1.0,2017-04-18,2017-04-01,1104,0322,Hoest
1.0,2017-04-18,2017-04-01,452,0301,Keratitis
1.0,2017-04-18,2017-04-01,357,0303,Kiemceltumor
1.0,2017-04-18,2017-04-01,713,0313,Eosinofiele afwijkingen
1.0,2017-04-18,2017-04-01,193,0362,Arteria femoralis profunda
1.0,2017-04-18,2017-04-01,3017,0305,Bekken
1.0,2017-04-18,2017-04-01,3304,0316,Coeliakie
1.0,2017-04-18,2017-04-01,954,0313,Primaire biliaire sclerose/primaire scleroserende cholangitis
1.0,2017-04-18,2017-04-01,012,0306,Nierontsteking/abces
1.0,2017-04-18,2017-04-01,028,0306,Overige (niet congenitale) ureterpathologie
1.0,2017-04-18,2017-04-01,177,0303,Circumcisie op verzoek
1.0,2017-04-18,2017-04-01,512,0303,partiële levertransplantatie
1.0,2017-04-18,2017-04-01,027,0304,"Herstel defect met Tissue Expander(s), betreft inbrengen TE(s) en alle inspuitingen"
1.0,2017-04-18,2017-04-01,G19,0307,Cervixafwijking incl. afwijkende cervixcytologie
1.0,2017-04-18,2017-04-01,1606,0316,ROP
1.0,2017-04-18,2017-04-01,450,0304,Distale radius fractuur conservatief
1.0,2017-04-18,2017-04-01,03,0302,Overige
1.0,2017-04-18,2017-04-01,04,0302,Geen KNO afwijking
1.0,2017-04-18,2017-04-01,194,0304,Microvasculaire spierlap transplantatie
1.0,2017-04-18,2017-04-01,213,0303,Carpus
1.0,2017-04-18,2017-04-01,7205,0316,"Syndromen, geslachtschromosomale"
1.0,2017-04-18,2017-04-01,239,0303,Falangen van de voet
1.0,2017-04-18,2017-04-01,8904,0316,Failure-to-thrive eci
1.0,2017-04-18,2017-04-01,1799,0316,overige circulatoire problemen
1.0,2017-04-18,2017-04-01,342,0362,Ureter
1.0,2017-04-18,2017-04-01,2930,0328,Hart-longtransplantatie
1.0,2017-04-18,2017-04-01,05,0329,Schizofrenie en andere psychotische stoornissen
1.0,2017-04-18,2017-04-01,54,0320,"CMP, dilaterend"
1.0,2017-04-18,2017-04-01,B19,0307,"Begeleiding partus in verband met transfuseur-transfusésyndroom, inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,294,0303,Traumascreening n.n.o.
1.0,2017-04-18,2017-04-01,2082,0305,Osteochondrose voet
1.0,2017-04-18,2017-04-01,0711,0327,Chronische Pijnsyndroom WPN 1
1.0,2017-04-18,2017-04-01,G10,0307,ICC
1.0,2017-04-18,2017-04-01,073,0306,Urethrakleppen
1.0,2017-04-18,2017-04-01,0114,0327,Overige aandoening bovenste extremiteit
1.0,2017-04-18,2017-04-01,58,0306,Overige penispathologie
1.0,2017-04-18,2017-04-01,0215,0327,Amputatie bovenbeen en hoger
1.0,2017-04-18,2017-04-01,7901,0316,Darmtransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,821,0303,Dunnedarm duplicatuur
1.0,2017-04-18,2017-04-01,1596,0305,Posttraumatische afwijking elleboog/onderarm
1.0,2017-04-18,2017-04-01,103,0361,Long en overige intrathoracale tumoren
1.0,2017-04-18,2017-04-01,0000,0322,Traject
1.0,2017-04-18,2017-04-01,182,0303,Torsio testis
1.0,2017-04-18,2017-04-01,69,0302,Maligne nasofarynxtumor stadium III en IV
1.0,2017-04-18,2017-04-01,328,0313,chronische hemodialyse thuis
1.0,2017-04-18,2017-04-01,1410,0328,Thymectomie
1.0,2017-04-18,2017-04-01,345,0313,nier- en pancreastransplantatie <= 365 dagen
1.0,2017-04-18,2017-04-01,186,0362,Arteria iliaca interna
1.0,2017-04-18,2017-04-01,00,1900,Traject
1.0,2017-04-18,2017-04-01,704,0301,Subretinale neovascularisatie
1.0,2017-04-18,2017-04-01,2501,0308,"Degeneratieve afwijkingen wervelkolom, conservatieve behandeling"
1.0,2017-04-18,2017-04-01,1601,0316,intracraniale bloedingen
1.0,2017-04-18,2017-04-01,1604,0316,neonatale convulsies
1.0,2017-04-18,2017-04-01,1301,0308,Operatieve behandeling van alle oppervlakkige perforatie-letsels aan het hoofd incl. kleine impressiefracturen
1.0,2017-04-18,2017-04-01,906,0313,Achalasie
1.0,2017-04-18,2017-04-01,254,0301,ptosis
1.0,2017-04-18,2017-04-01,2545,0308,Thoracale (re-)discotomie: posterolaterale benadering
1.0,2017-04-18,2017-04-01,0612,0330,Slaapstoornissen overig
1.0,2017-04-18,2017-04-01,605,0313,longabces
1.0,2017-04-18,2017-04-01,912,0313,Acute buik nno
1.0,2017-04-18,2017-04-01,3320,0328,AAA
1.0,2017-04-18,2017-04-01,1498,0305,Pijn e.c.i. schoudergordel/bovenarm
1.0,2017-04-18,2017-04-01,E18,0327,Dwarslaesie 8
1.0,2017-04-18,2017-04-01,F13,0327,Brandwonden 1
1.0,2017-04-18,2017-04-01,0241,0330,Leptomeningeale maligniteit
1.0,2017-04-18,2017-04-01,1730,0305,Morbus Perthes
1.0,2017-04-18,2017-04-01,3103,0316,Atopisch syndroom (longen en huid en KNO)
1.0,2017-04-18,2017-04-01,1240,0305,Cervicale stenose met myelopathie
1.0,2017-04-18,2017-04-01,B21,0327,Syme amutatie of distaal hiervan
1.0,2017-04-18,2017-04-01,H3,0326,Eosinofiel syndroom
1.0,2017-04-18,2017-04-01,I1,0326,Anafylactische reactie niet op basis van insectenallergie
1.0,2017-04-18,2017-04-01,303,0324,Lupus like / antifosfolipiden s.
1.0,2017-04-18,2017-04-01,1699,0305,N.n.o. hand/pols
1.0,2017-04-18,2017-04-01,K23,0307,Postnatale complicaties en/of nazorg na partus elders inclusief nacontrole
1.0,2017-04-18,2017-04-01,2302,0316,"zenuwstelsel en zintuigen, ernstig"
1.0,2017-04-18,2017-04-01,358,0362,Subcutaan
1.0,2017-04-18,2017-04-01,301,0313,Glomerulonefritis/tubulo-interstitiële nefritis (niet in kader van systemische vasculitis)
1.0,2017-04-18,2017-04-01,126,0362,Overige schouder- en armarteriën
1.0,2017-04-18,2017-04-01,110,0313,"hypotensie, excl. shock, orthostase"
1.0,2017-04-18,2017-04-01,111,0313,shock niet elders geclassificeerd
1.0,2017-04-18,2017-04-01,99,0329,ICC
1.0,2017-04-18,2017-04-01,402,0313,Interstitiële pneumonie
1.0,2017-04-18,2017-04-01,3305,0308,Trauma perifere zenuw: primaire hechting
1.0,2017-04-18,2017-04-01,035,0304,"Excisie tumoren / PW met axiale lap transpositie, excisie met vriescoupe, > 5 maligne tumoren, grote tumoren / PW > 10%"
1.0,2017-04-18,2017-04-01,196,0304,Neurotomie gelaat
1.0,2017-04-18,2017-04-01,454,0304,Arthroscopie diagnostisch en/of therapeutisch
1.0,2017-04-18,2017-04-01,904,0313,Maligniteit slokdarm/cardia
1.0,2017-04-18,2017-04-01,05,0320,ischemie zonder AP (stille ischemie)
1.0,2017-04-18,2017-04-01,2106,0316,functionele stoornissen van tractus digestivus
1.0,2017-04-18,2017-04-01,063,0304,Liposuctie combinatie 2 regio's bdz.
1.0,2017-04-18,2017-04-01,0811,0330,Polyneuropathie infectieus (GBS/CIDP)
1.0,2017-04-18,2017-04-01,909,0320,Overige aandoeningen
1.0,2017-04-18,2017-04-01,376,0304,Straalamputatie evt met straattrans-positie / handversmalling
1.0,2017-04-18,2017-04-01,285,0303,Bevriezing
1.0,2017-04-18,2017-04-01,1120,0328,Longconsult zonder ok
1.0,2017-04-18,2017-04-01,404,0318,Oorzaken chronisch bloedverlies
1.0,2017-04-18,2017-04-01,4002,0316,Hematurie
1.0,2017-04-18,2017-04-01,1099,0330,Overige aandoeningen zintuigsystemen
1.0,2017-04-18,2017-04-01,3401,0308,Percutane blokkade perifere zenuw
1.0,2017-04-18,2017-04-01,3101,0305,Axiaal skelet/romp
1.0,2017-04-18,2017-04-01,1211,0330,Spinale stenose lumbaal
1.0,2017-04-18,2017-04-01,G12,0327,WPN niveau 2
1.0,2017-04-18,2017-04-01,330,0304,"Inspuiting(en) tendinitis, volledige behandeling"
1.0,2017-04-18,2017-04-01,464,0313,Prikaccident en andere expositie
1.0,2017-04-18,2017-04-01,4102,0316,Enuresis nocturna
1.0,2017-04-18,2017-04-01,203,0362,Overige intercranieel
1.0,2017-04-18,2017-04-01,232,0362,Vena cava inferior
1.0,2017-04-18,2017-04-01,904,0301,Primair glaucoom
1.0,2017-04-18,2017-04-01,347,0362,Testis
1.0,2017-04-18,2017-04-01,923,0313,Colitis ulcerosa
1.0,2017-04-18,2017-04-01,3220,0328,Andere boogvaatoperatie
1.0,2017-04-18,2017-04-01,1490,0305,Overige posttraumatische afwijking schoudergordel/bovenarm
1.0,2017-04-18,2017-04-01,2006,0305,Achillespees verkorting
1.0,2017-04-18,2017-04-01,091,0313,Geheugenproblemen en dementie
1.0,2017-04-18,2017-04-01,071,0389,Mechanisch/discogene lage rugklacht (incl. pseudoradiculair syndroom)
1.0,2017-04-18,2017-04-01,2051,0305,Hallux varus
1.0,2017-04-18,2017-04-01,2110,0305,Sudeckse dystrofie
1.0,2017-04-18,2017-04-01,1741,0305,Idiopathische epifysiolyse
1.0,2017-04-18,2017-04-01,714,0324,Ochronose
1.0,2017-04-18,2017-04-01,334,0313,Chronische hemodialyse in zelfstandig behandelcentrum opleiding
1.0,2017-04-18,2017-04-01,A43,0327,Aandoening been/voet klasse 3
1.0,2017-04-18,2017-04-01,6120,0316,Kiemceltumoren/gonadale tumoren
1.0,2017-04-18,2017-04-01,1330,0305,Acute lumbago
1.0,2017-04-18,2017-04-01,23,0306,Vesico-ureterale reflux
1.0,2017-04-18,2017-04-01,7921,0316,Begeleiding longtransplantatie
1.0,2017-04-18,2017-04-01,705,0303,Brandwonden in gespecialiseerd brandwondencentrum met 40-49 % lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,707,0303,Brandwonden in gespecialiseerd brandwondencentrum met 60-69 % lichaamsoppervlak aangedaan
1.0,2017-04-18,2017-04-01,1110,0305,Metastase in bot
1.0,2017-04-18,2017-04-01,836,0303,Congenitale pathologie van de milt
1.0,2017-04-18,2017-04-01,1515,0308,Epilepsie: epilepsiechirurgie en corticale motorstimulatie
1.0,2017-04-18,2017-04-01,2701,0308,Percutane blokkades en denervatie wervelkolom en wortels
1.0,2017-04-18,2017-04-01,1710,0308,"Hydrocefalus- of craniele cystebehandeling: interne drainage of endoscopisch, incl. revisies"
1.0,2017-04-18,2017-04-01,282,0303,"Open wond gecompliceerd, bijvoorbeeld met peesletsel"
1.0,2017-04-18,2017-04-01,702,0313,Pernicieuze anemie
1.0,2017-04-18,2017-04-01,0000,0328,Traject
1.0,2017-04-18,2017-04-01,3009,0305,Humerus distaal/(epi)condyl(len)
1.0,2017-04-18,2017-04-01,027,0306,Duplicatuur-anomalie ureter
1.0,2017-04-18,2017-04-01,383,0304,Synovectomie buigpees / strekpees / gewricht 1 straal
1.0,2017-04-18,2017-04-01,2320,0328,"CABG, vene grafts en max. 1 arteriële graft"
1.0,2017-04-18,2017-04-01,7199,0316,"Overige endocrinologie (hypofyse, gonaden, bijnier, bijschildklier)"
1.0,2017-04-18,2017-04-01,223,0362,Vena brachialis
1.0,2017-04-18,2017-04-01,737,0318,overige intrahepatische galwegpathologie
1.0,2017-04-18,2017-04-01,0401,0330,Dementie syndromen
1.0,2017-04-18,2017-04-01,431,0303,Buerger
1.0,2017-04-18,2017-04-01,439,0303,Overige perifere vaatziekten
1.0,2017-04-18,2017-04-01,1413,0316,artritis
1.0,2017-04-18,2017-04-01,857,0303,Intra-uteriene synechiae
1.0,2017-04-18,2017-04-01,902,0313,Benigne stenose
1.0,2017-04-18,2017-04-01,101,0301,Geen oogheelkundige pathologie
1.0,2017-04-18,2017-04-01,2555,0308,Lumbosacrale discotomie meervoudig of bijzondere technieken
1.0,2017-04-18,2017-04-01,000,0320,Traject
1.0,2017-04-18,2017-04-01,V51,0307,"Begeleiding partus inclusief complicaties, nazorg en nacontrole"
1.0,2017-04-18,2017-04-01,0317,0327,Overige hersenaandoeningen
1.0,2017-04-18,2017-04-01,0513,0327,Spina bifida
1.0,2017-04-18,2017-04-01,0715,0327,Overige pijn
1.0,2017-04-18,2017-04-01,062,0306,Ontsteking testis/epididymis
1.0,2017-04-18,2017-04-01,6124,0316,Beenmergfalen
1.0,2017-04-18,2017-04-01,1382,0305,Secundaire scoliose
1.0,2017-04-18,2017-04-01,429,0303,Chronische diepe veneuze pathologie
1.0,2017-04-18,2017-04-01,00,0310,Traject
1.0,2017-04-18,2017-04-01,632,0318,Bekkenbodemproblematiek
1.0,2017-04-18,2017-04-01,521,0303,pancreastransplantatie
1.0,2017-04-18,2017-04-01,310,0303,Mediastinoscopie / -tomie of thoracoscopie
1.0,2017-04-18,2017-04-01,171,0303,"Naevus, klein lipoom, atheroom (melanoom zie 350)"
1.0,2017-04-18,2017-04-01,1054,0305,Neuromusculaire aandoeningen
1.0,2017-04-18,2017-04-01,245,0313,morbus Cushing
1.0,2017-04-18,2017-04-01,503,0313,Behcet
1.0,2017-04-18,2017-04-01,213,0304,Gynaecomastie enkel- of dubbelzijdig
1.0,2017-04-18,2017-04-01,5103,0316,Heupscreening (bv.na stuitligging / familie anamnese)
1.0,2017-04-18,2017-04-01,924,0313,Diverticulitis
1.0,2017-04-18,2017-04-01,502,0320,Congenitale hart(vaat)afwijking
1.0,2017-04-18,2017-04-01,95,0306,Circumcisieverzoek
1.0,2017-04-18,2017-04-01,1602,0322,Systeemaandoening van het bindweefsel
1.0,2017-04-18,2017-04-01,A99,0327,Overige orthopedie
1.0,2017-04-18,2017-04-01,7903,0316,Eilandjestransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,560,0303,Pancreastransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,761,0318,Darmtransplantatietraject ontvanger
1.0,2017-04-18,2017-04-01,261,0303,"Mallet pees, biceps"
1.0,2017-04-18,2017-04-01,1564,0305,Congenitale stand- en lengteafwijking elleboog/onderarm
1.0,2017-04-18,2017-04-01,108,0313,"cardiomyopathie, nno"
1.0,2017-04-18,2017-04-01,2372,0316,"multipele / syndromale afwijkingen, ernstig"
1.0,2017-04-18,2017-04-01,113,0303,Appendicitis
1.0,2017-04-18,2017-04-01,1240,0328,Open longbiopsie
1.0,2017-04-18,2017-04-01,6202,0316,Immuundeficiëntie waarvoor immuunglobuline iv.-indicatie
1.0,2017-04-18,2017-04-01,402,0318,(benigne)Peptisch ulcus
1.0,2017-04-18,2017-04-01,1101,0330,Subarachnoidale bloeding
1.0,2017-04-18,2017-04-01,1112,0330,TIA (inclusief amaurosis fugax)
1.0,2017-04-18,2017-04-01,1201,0330,Radiculair syndroom / HNP cervicaal
1.0,2017-04-18,2017-04-01,1103,0316,"maternale anamnese ( langgebroken vliezen, meconiumhoudend vruchtwater, meerling, maternale medicatie/drugs)"
1.0,2017-04-18,2017-04-01,386,0304,Combinatie multipele reuma correctieve ingrepen
1.0,2017-04-18,2017-04-01,E11,0307,Endocrinologie
1.0,2017-04-18,2017-04-01,1431,0330,Intoxicatie
1.0,2017-04-18,2017-04-01,7203,0316,"Schisis (cheilo, gnatho, palato)"
1.0,2017-04-18,2017-04-01,0411,0330,Verslavingssyndromen
1.0,2017-04-18,2017-04-01,434,0303,Raynaud
1.0,2017-04-18,2017-04-01,243,0313,Niet-functionerende hypofyse tumor
1.0,2017-04-18,2017-04-01,2527,0308,Cervicale laterale of anterieure discectomie wgs recidief
1.0,2017-04-18,2017-04-01,07,0310,"Eczeem, seborrhoisch"
1.0,2017-04-18,2017-04-01,251,0301,Verworven ptosis
1.0,2017-04-18,2017-04-01,8901,0316,Adoptie kind (onderzoek)
1.0,2017-04-18,2017-04-01,13,0320,follow up na myocardinfarct
1.0,2017-04-18,2017-04-01,337,0362,Retroperitoneale ruimte
1.0,2017-04-18,2017-04-01,619,0313,Allergische aandoeningen nno
1.0,2017-04-18,2017-04-01,623,0313,Maligniteit thymoom
1.0,2017-04-18,2017-04-01,E15,0327,Dwarslaesie 5
1.0,2017-04-18,2017-04-01,2540,0328,Abnormale longvene connectie
1.0,2017-04-18,2017-04-01,2545,0328,Bentall
1.0,2017-04-18,2017-04-01,075,0389,(Sub)acuut neurogene lage rugklacht / radiculair syndroom (excl. pseudoradiculair syndroom)
1.0,2017-04-18,2017-04-01,041,0306,BPH/BH obstructie
1.0,2017-04-18,2017-04-01,A44,0327,Aandoening been/voet klasse 4
1.0,2017-04-18,2017-04-01,5104,0316,Myalgie / arthralgie
1.0,2017-04-18,2017-04-01,2102,0322,Neuromusculaire aandoeningen
1.0,2017-04-18,2017-04-01,E4,0326,Contacturticaria
1.0,2017-04-18,2017-04-01,B34,0327,Prothesevoorz. multip. amputaties non-recent
1.0,2017-04-18,2017-04-01,M1,0326,"Eenvoudig(1 bezoek, 1-2 testen)"
1.0,2017-04-18,2017-04-01,2311,0316,hart- en bloedvaten
1.0,2017-04-18,2017-04-01,281,0313,voedingsdeficiënties
1.0,2017-04-18,2017-04-01,136,0362,Overige thoracale arteriën
1.0,2017-04-18,2017-04-01,510,0304,Excisie 1-3 ben. tumoren / naevi w.o. in FG of 4-10 niet in FG
1.0,2017-04-18,2017-04-01,00,0390,Traject
1.0,2017-04-18,2017-04-01,116,0303,Fissuur en fistel ano-rectaal gebied
1.0,2017-04-18,2017-04-01,332,0313,Automatische peritoneale dialyse (APD)
1.0,2017-04-18,2017-04-01,1805,0308,Conservatieve behandeling congenitale afwijkingen hoofd en hydrocefalie
1.0,2017-04-18,2017-04-01,047,0313,euthanasieprocedure
1.0,2017-04-18,2017-04-01,2105,0308,Decompressie extradurale tumor wervelkolom: posterieur of posterolateraal zonder spondylodese
1.0,2017-04-18,2017-04-01,721,0318,nacontrole levertransplantatie (donor)
1.0,2017-04-18,2017-04-01,1301,0330,Spina bifida (occulta)
1.0,2017-04-18,2017-04-01,61,0320,(a)symptomatische  arteriele vaatafwijking / stenose(s)
1.0,2017-04-18,2017-04-01,391,0304,Separatie syndactylie 1 straal
1.0,2017-04-18,2017-04-01,421,0303,Vaatletsel lies / bovenbeen
1.0,2017-04-18,2017-04-01,262,0313,Syndroom/morbus Cushing
1.0,2017-04-18,2017-04-01,451,0304,Distale radius fractuur chirurgisch
1.0,2017-04-18,2017-04-01,601,0303,ICC
1.0,2017-04-18,2017-04-01,256,0303,Elleboog
1.0,2017-04-18,2017-04-01,282,0313,primaire eetstoornis (anorexia/boulemia)
1.0,2017-04-18,2017-04-01,373,0304,"Botstandcorrectie, osteotomie, pseudartrose + evt botplastiek"
1.0,2017-04-18,2017-04-01,342,0335,Bijwerkingen medicatie en intoxicaties
1.0,2017-04-18,2017-04-01,0101,0330,Meningitis bacterieel
1.0,2017-04-18,2017-04-01,0121,0330,"Abces, empyeem, cerebritis"
1.0,2017-04-18,2017-04-01,314,0304,"Verwonding, waarvoor transpositie of transplantatie > 1%, of herstel multipele structuren evt. met osteosynthese"
1.0,2017-04-18,2017-04-01,173,0362,Iliacaal
